Anio,Pais,Promedio_temperatura_c,Emisiones_CO2_TonXHab,Energia_renovable_Pct,Eventos_Extremos,Precipitaciones_mm,Area_Forestal_Pct,Aumento_Nivel_Mar_mm,Poblacion
2003,Russia,7.9,2.0,23.3,12,2271.0,62.0,4.3,885787660
2003,Russia,21.3,11.5,16.3,8,995.0,51.7,4.9,1095475598
2004,Russia,30.6,2.9,12.0,8,1250.0,24.9,3.1,355055964
2004,Russia,33.4,2.8,45.2,5,2679.0,51.0,2.5,1084717946
2005,Russia,22.3,1.1,39.5,12,2660.0,34.3,2.0,484197278
2005,Russia,8.8,2.1,47.1,14,555.0,43.1,3.6,1344684674
2006,Russia,18.5,7.1,11.4,7,1935.0,29.5,1.4,759565231
2006,Russia,24.8,4.0,15.8,14,2222.0,33.9,3.3,1307076526
2006,Russia,29.7,8.3,42.2,0,1229.0,17.8,2.8,788798529
2007,Russia,14.9,6.3,46.7,2,2807.0,55.6,3.2,1364174738
2007,Russia,23.1,2.8,14.5,6,2054.0,51.7,3.1,61974096
2007,Russia,25.4,10.8,12.6,11,1582.0,54.9,4.4,1038917176
2007,Russia,24.9,12.4,39.7,12,1450.0,66.5,4.3,1397016073
2007,Russia,32.7,17.6,38.3,14,1098.0,59.6,4.0,414805054
2008,Russia,34.2,13.0,39.3,11,847.0,14.8,4.5,1031018863
2008,Russia,15.0,17.5,9.9,8,2769.0,27.4,3.6,1046546091
2008,Russia,12.6,0.6,47.0,14,678.0,67.5,3.8,1184550275
2008,Russia,22.9,10.1,29.5,2,866.0,60.4,1.9,268168851
2008,Russia,30.0,16.3,16.1,11,1723.0,10.9,2.2,1362092917
2008,Russia,16.7,7.8,16.1,3,1030.0,38.1,2.0,725773318
2009,Russia,24.6,13.2,8.7,12,1689.0,34.6,4.6,925981847
2009,Russia,27.5,12.4,19.9,14,1058.0,65.9,1.1,1142110790
2010,Russia,28.2,8.3,6.0,3,1764.0,13.3,4.9,147628865
2010,Russia,11.5,14.0,27.3,1,1796.0,18.0,3.4,620506174
2011,Russia,23.2,1.8,11.5,5,2157.0,31.8,4.7,1034642225
2011,Russia,11.9,10.9,44.3,11,1910.0,59.6,2.6,874974281
2011,Russia,8.7,1.8,41.1,5,584.0,61.0,2.5,117422206
2011,Russia,15.1,6.2,20.2,12,2829.0,38.6,4.3,798368160
2012,Russia,17.4,8.1,41.5,2,2806.0,22.8,4.3,1085609772
2013,Russia,9.3,9.4,33.2,4,2796.0,10.4,4.2,27559312
2013,Russia,5.3,11.3,28.0,10,2490.0,18.7,4.2,892723644
2013,Russia,28.2,8.9,41.3,6,2621.0,34.2,2.4,333480086
2013,Russia,16.2,12.7,10.9,14,1228.0,58.6,1.8,197145427
2014,Russia,9.4,9.7,24.0,5,1446.0,51.4,4.5,513004938
2015,Russia,23.4,8.2,37.3,9,1001.0,41.6,1.2,74913944
2015,Russia,32.9,16.0,36.6,8,1866.0,11.2,1.7,170058004
2015,Russia,24.4,17.7,40.5,2,2891.0,20.6,4.0,829537443
2015,Russia,8.5,12.9,44.0,4,1287.0,65.4,2.5,48647611
2015,Russia,19.9,8.0,30.3,1,2140.0,15.1,4.7,1139652750
2015,Russia,22.0,13.6,39.2,6,1107.0,24.4,2.0,61229895
2016,Russia,23.5,13.7,23.3,8,1058.0,60.5,2.7,1073643084
2016,Russia,25.6,3.4,41.2,10,1403.0,37.5,2.2,603930696
2016,Russia,17.1,4.2,35.0,14,843.0,16.5,2.8,1241932098
2017,Russia,33.1,5.9,27.2,6,1783.0,13.3,1.3,562654674
2017,Russia,11.2,8.6,23.3,10,2060.0,12.0,3.6,1303319060
2018,Russia,24.4,2.5,44.4,7,1312.0,26.0,1.0,1197982965
2018,Russia,15.4,4.1,29.5,11,1437.0,55.0,4.1,889870619
2019,Russia,19.2,16.9,18.6,9,2890.0,60.7,4.1,1112504950
2019,Russia,5.5,9.0,44.7,2,2015.0,17.5,4.7,12631400
2020,Russia,18.6,5.7,49.8,2,1792.0,19.2,3.7,11186886
2020,Russia,23.5,4.8,25.3,3,926.0,43.3,4.8,863711591
2020,Russia,22.0,1.2,20.2,2,2134.0,40.0,4.4,1128364538
2020,Russia,29.9,5.0,24.8,2,2407.0,12.2,3.1,536210430
2020,Russia,17.7,15.7,35.8,9,1524.0,16.8,5.0,655879251
2020,Russia,30.4,10.6,8.8,12,1875.0,49.6,2.7,521663999
2020,Russia,12.7,3.9,38.6,12,1234.0,44.0,1.0,278429462
2021,Russia,25.5,18.5,17.9,12,942.0,60.2,4.9,1252394217
2022,Russia,16.2,16.4,21.6,12,671.0,20.2,2.1,501887577
2022,Russia,9.3,19.4,9.1,3,2874.0,59.3,3.3,981675241
2022,Russia,12.6,13.6,27.7,12,2550.0,38.7,3.2,829586067
2023,Russia,30.9,11.4,27.6,13,979.0,60.2,3.3,1012843726
2000,South Africa,31.5,10.5,29.2,1,1949.0,56.2,2.7,578915635
2000,South Africa,14.9,19.0,18.7,14,2499.0,56.3,1.3,131635220
2000,South Africa,30.4,12.2,36.9,0,1498.0,30.8,4.5,755505933
2000,South Africa,24.0,14.3,17.5,6,2762.0,17.1,1.7,313096322
2000,South Africa,34.8,8.6,10.2,2,2236.0,11.1,1.9,824102127
2000,South Africa,15.3,15.4,35.9,8,1987.0,25.6,4.6,1106864831
2000,South Africa,31.9,17.9,29.5,12,2398.0,30.5,4.1,64497807
2001,South Africa,34.3,9.7,27.0,13,1241.0,51.3,2.9,1356204695
2001,South Africa,24.2,2.4,12.1,10,1277.0,27.5,1.3,614224337
2001,South Africa,5.0,4.0,44.1,9,716.0,34.3,2.4,779600765
2001,South Africa,23.4,1.9,45.8,7,2776.0,21.9,3.6,936138519
2002,South Africa,33.8,6.8,8.5,4,2381.0,62.1,4.0,351991271
2002,South Africa,27.8,4.4,48.5,12,2369.0,13.6,2.1,169324386
2003,South Africa,29.2,2.0,17.9,13,2141.0,69.2,1.5,1159052094
2003,South Africa,10.1,12.8,26.7,9,863.0,14.7,1.4,330834956
2003,South Africa,30.2,8.5,28.7,3,1604.0,33.9,2.9,1168018187
2004,South Africa,21.9,15.2,18.8,10,647.0,46.2,3.4,948953337
2004,South Africa,30.9,8.6,6.7,7,1466.0,66.7,4.8,999167792
2004,South Africa,21.5,10.6,20.2,0,1227.0,49.1,3.0,756443018
2004,South Africa,22.3,4.4,23.4,4,679.0,57.8,4.2,289985187
2006,South Africa,12.0,10.8,11.7,9,2681.0,67.7,4.1,165768267
2006,South Africa,6.1,16.7,38.4,9,2794.0,12.3,4.0,298662647
2007,South Africa,17.1,10.8,21.2,7,1598.0,62.9,1.2,1245372198
2008,South Africa,8.2,0.8,30.1,6,1061.0,68.3,4.2,748997300
2009,South Africa,17.0,14.6,11.1,9,1558.0,44.0,1.5,1002416208
2009,South Africa,17.7,11.5,11.9,10,2834.0,58.9,1.2,125314911
2009,South Africa,33.1,11.7,11.4,7,643.0,65.8,2.2,329758237
2010,South Africa,9.9,9.8,10.8,10,2137.0,31.0,2.5,1289186948
2010,South Africa,15.6,13.1,13.7,7,1712.0,27.4,3.6,1026431056
2011,South Africa,21.0,17.0,25.7,5,928.0,60.8,4.2,1140524807
2011,South Africa,10.3,4.5,26.0,5,2568.0,34.1,2.2,1119101202
2011,South Africa,21.7,3.4,26.8,0,1394.0,36.8,1.2,717982156
2012,South Africa,18.5,1.4,5.8,14,643.0,43.0,3.9,575218436
2012,South Africa,26.6,9.6,10.4,7,698.0,18.8,4.1,60938189
2012,South Africa,10.3,1.5,27.6,5,2655.0,54.3,2.7,1093034759
2012,South Africa,18.2,18.8,30.0,3,2885.0,53.9,5.0,90703756
2012,South Africa,29.6,16.5,22.1,8,986.0,16.1,1.5,1381708532
2013,South Africa,20.7,11.2,24.1,4,969.0,37.3,1.4,1383289354
2013,South Africa,32.1,8.9,8.5,4,1047.0,51.1,1.8,110285989
2013,South Africa,7.8,11.1,16.4,9,591.0,63.9,1.5,760436315
2014,South Africa,5.0,1.1,33.4,13,2554.0,25.8,3.8,227838160
2014,South Africa,20.4,3.2,15.8,5,2065.0,45.0,4.4,942604659
2014,South Africa,13.5,16.5,5.3,6,1343.0,14.9,4.8,758625247
2014,South Africa,33.4,19.8,23.3,13,2560.0,62.2,2.8,1064093028
2014,South Africa,23.4,10.5,41.1,5,1569.0,35.4,4.2,560722005
2014,South Africa,8.9,8.0,15.4,0,897.0,24.8,1.3,46184187
2015,South Africa,31.1,13.8,20.0,13,2531.0,28.8,4.5,358440341
2015,South Africa,23.9,10.5,12.6,1,2315.0,62.9,4.0,975428867
2015,South Africa,33.0,5.2,20.8,1,2744.0,69.4,1.8,514381167
2015,South Africa,7.9,3.3,45.3,13,616.0,13.4,3.1,1113296994
2016,South Africa,13.9,1.2,15.7,13,1403.0,60.4,4.3,478389387
2016,South Africa,12.2,11.3,38.3,4,1618.0,36.2,1.2,663913018
2016,South Africa,32.9,18.0,12.4,9,2771.0,55.5,2.6,976037143
2016,South Africa,27.0,2.9,48.5,7,564.0,42.0,2.1,1045450055
2016,South Africa,9.7,3.7,10.3,0,1703.0,43.7,1.7,542638938
2017,South Africa,11.3,0.6,41.6,3,1005.0,40.3,3.0,941922654
2017,South Africa,31.9,16.3,14.0,5,2857.0,30.7,2.4,1323666625
2018,South Africa,33.9,6.0,17.7,1,827.0,56.6,4.5,83947380
2019,South Africa,26.8,2.8,21.7,8,1965.0,63.7,1.3,689862289
2020,South Africa,26.7,13.7,11.5,7,772.0,21.0,1.9,491644777
2020,South Africa,17.0,15.3,40.6,1,1221.0,50.9,2.9,148881368
2020,South Africa,25.1,10.8,17.1,7,793.0,56.7,4.9,1142896221
2020,South Africa,13.0,10.2,36.9,6,2548.0,39.6,2.9,805165392
2020,South Africa,10.0,2.7,17.6,5,642.0,59.8,2.6,121780956
2021,South Africa,12.7,4.2,7.5,10,2021.0,51.7,3.7,1112155060
2021,South Africa,21.7,4.7,38.5,5,2654.0,16.7,2.9,845679328
2021,South Africa,7.8,12.5,15.5,9,2997.0,51.3,2.6,306103394
2022,South Africa,32.8,9.4,27.1,14,2779.0,23.9,2.8,934565900
2022,South Africa,34.4,9.0,37.1,14,501.0,32.4,3.8,455208813
2022,South Africa,6.7,15.8,31.0,1,937.0,16.8,1.5,1088137161
2022,South Africa,15.8,16.2,44.7,11,2640.0,17.5,3.0,655042381
2023,South Africa,14.6,14.7,31.1,14,875.0,19.7,1.5,1311714067
2023,South Africa,24.6,15.3,46.4,4,1646.0,44.3,3.9,583534992
2000,UK,22.9,13.7,33.4,12,1255.0,41.2,4.7,1366969728
2000,UK,17.1,13.4,16.0,11,754.0,69.8,2.0,343373633
2000,UK,16.4,15.9,42.0,2,932.0,57.4,4.3,925086342
2000,UK,22.4,9.2,29.6,5,950.0,61.3,2.6,1101337256
2000,UK,30.9,11.1,31.7,11,2559.0,23.4,4.5,1270851030
2000,UK,20.5,11.8,26.0,6,812.0,66.1,4.1,39478806
2000,UK,33.5,2.8,31.4,13,1539.0,61.0,4.1,949007159
2000,UK,21.8,10.0,14.9,14,1273.0,30.1,2.2,876123161
2001,UK,7.4,16.1,34.2,8,1192.0,29.2,1.6,838168075
2001,UK,25.6,16.8,27.6,3,674.0,46.2,1.0,183851069
2001,UK,7.1,15.4,10.7,12,2063.0,63.6,3.2,901531557
2001,UK,24.5,4.7,49.5,5,1130.0,66.7,4.2,31249071
2002,UK,24.0,14.5,11.4,10,796.0,57.7,3.6,305315340
2002,UK,15.6,17.2,17.5,11,2224.0,53.7,1.6,1274221100
2003,UK,7.1,12.1,12.0,10,844.0,20.8,3.4,727544812
2003,UK,10.9,6.9,20.8,11,1142.0,25.0,2.9,450513176
2004,UK,13.3,8.0,47.8,1,2763.0,36.2,3.4,1230785104
2004,UK,16.7,1.6,37.5,2,1361.0,11.6,2.2,367224757
2004,UK,16.2,14.3,8.4,8,1396.0,24.5,1.6,331580116
2005,UK,30.7,2.4,14.0,0,1380.0,25.2,2.1,38697835
2005,UK,10.6,14.2,21.9,3,1162.0,11.9,4.1,1125808525
2005,UK,16.8,13.7,44.1,11,2579.0,16.9,4.2,339256508
2006,UK,8.9,9.3,20.4,14,1441.0,59.8,3.1,530911230
2006,UK,12.8,19.5,5.9,13,1962.0,34.6,1.2,444312143
2006,UK,13.1,11.5,24.4,1,2206.0,27.9,2.8,1041665235
2006,UK,30.7,7.4,46.8,7,1859.0,49.6,4.4,161097813
2007,UK,13.7,3.1,43.1,0,1678.0,69.9,3.7,934132667
2007,UK,10.4,16.5,43.5,10,1073.0,16.1,1.5,1221935909
2009,UK,18.9,16.9,30.2,7,1401.0,33.2,2.6,809451155
2009,UK,11.8,11.3,11.2,6,928.0,58.3,2.7,716127278
2010,UK,19.3,10.5,22.8,7,891.0,49.8,4.3,1297221349
2011,UK,13.8,5.4,40.8,11,2663.0,51.6,2.3,158680885
2011,UK,18.2,8.1,33.0,10,2369.0,56.5,3.5,204257967
2011,UK,19.6,0.5,27.7,9,1256.0,59.6,3.3,167459760
2011,UK,26.2,8.6,17.9,9,713.0,20.6,4.1,1287012541
2012,UK,21.6,1.1,29.0,14,2469.0,60.6,2.4,730110223
2012,UK,9.2,12.8,39.0,0,2543.0,68.9,1.5,910306304
2014,UK,7.1,17.1,23.0,1,1658.0,46.2,1.3,636476204
2014,UK,25.3,12.9,28.0,8,1598.0,15.5,2.7,772826167
2014,UK,5.0,17.0,21.8,13,1533.0,41.2,1.9,1211235150
2014,UK,29.6,15.9,47.5,0,1799.0,39.7,2.2,1362964625
2015,UK,7.3,15.1,40.7,7,1034.0,11.2,2.9,628479992
2016,UK,28.3,18.2,32.7,10,770.0,63.0,1.9,1102449044
2016,UK,29.6,11.5,31.7,4,1748.0,18.7,3.9,1238813576
2016,UK,22.5,19.6,38.5,3,2311.0,56.6,3.9,1290081090
2016,UK,11.3,10.5,24.2,2,1055.0,29.7,1.2,824678707
2017,UK,6.3,11.0,23.8,13,886.0,35.0,4.8,1193832295
2018,UK,22.9,17.4,23.8,5,865.0,19.8,3.0,531510898
2018,UK,24.5,18.3,14.5,9,1246.0,56.7,4.1,78354231
2018,UK,22.4,12.0,45.4,12,1709.0,40.4,4.1,1156608764
2018,UK,29.8,15.8,27.8,12,633.0,50.6,1.3,32581057
2019,UK,17.2,16.3,7.0,13,1269.0,66.0,3.1,898807235
2019,UK,8.7,19.6,12.8,4,2402.0,21.7,4.4,1215468402
2019,UK,23.0,16.4,39.1,0,919.0,32.3,3.6,20916998
2019,UK,31.2,16.3,7.5,9,1537.0,65.8,2.7,1313095544
2020,UK,7.8,12.1,47.0,11,1541.0,16.1,4.9,31063151
2021,UK,27.6,13.7,20.8,6,2387.0,65.3,4.0,1363325194
2021,UK,17.1,20.0,41.0,14,2022.0,52.7,5.0,284705392
2021,UK,6.1,16.4,7.2,12,2960.0,69.1,1.9,540662250
2021,UK,12.3,12.9,47.2,11,1706.0,49.0,1.1,337303115
2022,UK,27.8,16.6,8.2,4,1966.0,43.4,1.5,980305187
2022,UK,7.5,19.2,44.7,13,1045.0,31.1,3.3,1387457528
2022,UK,22.9,13.6,41.4,11,1652.0,16.7,1.1,194197411
2023,UK,33.5,9.1,14.3,10,534.0,53.8,4.2,828538833
2023,UK,27.1,19.5,35.1,2,2472.0,52.9,1.3,1018161882
2000,USA,9.9,3.7,9.5,7,2067.0,64.7,2.5,739358801
2000,USA,28.0,17.8,38.0,8,518.0,30.2,3.4,161376204
2000,USA,11.9,18.8,47.0,6,2681.0,48.7,2.0,297043004
2000,USA,12.1,9.3,45.0,14,2051.0,14.2,1.9,1380798693
2000,USA,15.3,15.6,20.6,10,1496.0,36.1,3.6,884137537
2001,USA,24.5,19.4,47.7,10,2041.0,60.9,3.6,214534006
2002,USA,5.9,3.5,23.5,9,2493.0,61.2,3.9,1167300328
2002,USA,17.0,0.5,7.3,14,1184.0,21.4,3.5,84528761
2002,USA,13.3,1.9,40.6,5,2132.0,30.3,2.2,927083911
2003,USA,27.4,1.8,27.4,10,766.0,14.6,2.2,798905927
2003,USA,12.4,0.6,14.2,11,2780.0,44.6,3.5,866033515
2003,USA,19.4,12.8,47.5,3,2134.0,55.4,1.2,536356608
2003,USA,9.5,5.0,5.3,0,2254.0,53.9,1.5,786397155
2003,USA,11.8,14.4,30.6,10,2090.0,29.9,2.3,1373223501
2003,USA,15.2,14.2,15.8,4,2821.0,11.2,2.2,788823352
2004,USA,29.3,17.3,13.4,13,1870.0,44.2,3.2,1377931241
2004,USA,28.5,8.2,49.6,7,851.0,15.7,2.0,1001119882
2004,USA,8.2,14.4,42.7,3,2631.0,57.1,1.6,1105460942
2005,USA,27.1,12.0,17.9,13,622.0,17.7,2.5,1152039496
2006,USA,14.8,9.6,38.1,11,2914.0,60.5,3.7,772375173
2006,USA,28.5,1.4,29.4,10,2158.0,61.6,2.5,411773643
2006,USA,23.9,19.0,34.0,9,1835.0,36.1,1.4,1146873886
2006,USA,32.0,17.2,44.3,5,578.0,63.3,3.8,1109563889
2006,USA,23.5,19.8,7.6,12,2853.0,70.0,2.1,629814899
2007,USA,27.5,5.8,5.3,14,2539.0,11.1,2.9,330887513
2007,USA,16.8,6.3,7.4,1,1062.0,41.6,4.1,41988408
2007,USA,16.2,13.9,9.6,8,1681.0,20.5,4.3,1078493355
2008,USA,19.5,17.7,20.1,0,1419.0,35.9,2.5,1140062010
2009,USA,16.5,10.9,42.1,2,2064.0,25.0,3.2,1293640510
2009,USA,5.5,6.4,13.9,2,2026.0,44.9,4.3,474288233
2009,USA,14.6,8.9,42.8,4,715.0,29.4,4.6,643338166
2009,USA,5.9,15.8,8.4,2,1663.0,20.8,1.5,703726244
2011,USA,31.3,12.9,34.6,6,728.0,13.7,2.3,310976210
2011,USA,30.3,12.7,38.7,9,1116.0,41.2,2.6,814540393
2012,USA,11.8,15.5,45.2,14,2626.0,23.8,3.8,56245653
2012,USA,19.4,15.7,23.4,10,1187.0,44.5,1.7,918159557
2012,USA,26.1,7.9,12.0,0,621.0,56.4,1.3,857993113
2013,USA,20.3,14.8,17.6,12,886.0,29.0,3.2,202353097
2014,USA,5.5,10.7,42.2,2,1015.0,50.4,3.2,560097732
2015,USA,10.6,14.9,23.5,10,2003.0,35.4,1.1,52552633
2015,USA,29.9,16.7,44.0,6,805.0,34.7,2.4,708549477
2015,USA,26.5,5.5,44.3,13,938.0,63.0,2.7,1377728769
2015,USA,16.4,17.5,8.7,6,1700.0,31.3,1.7,93560788
2015,USA,28.8,0.6,9.9,8,2382.0,27.5,2.2,204172325
2015,USA,18.7,2.1,23.1,2,1222.0,41.0,4.8,977078792
2015,USA,8.7,4.2,14.1,3,1339.0,56.6,3.9,172575234
2016,USA,34.6,5.0,34.2,13,2670.0,12.2,4.6,1041486581
2016,USA,26.9,3.8,9.6,12,2313.0,33.6,3.5,722640614
2016,USA,16.9,18.8,33.5,4,653.0,65.6,3.8,818022751
2018,USA,18.9,14.1,9.0,6,1472.0,48.0,2.7,922097331
2019,USA,31.0,4.8,49.2,8,2407.0,31.0,4.2,107364344
2019,USA,27.8,14.7,16.0,0,1637.0,21.4,4.9,648823762
2019,USA,33.6,5.7,13.8,14,1629.0,31.8,1.4,1356634360
2020,USA,21.1,11.2,16.2,0,2648.0,63.9,4.8,320264723
2020,USA,13.3,1.4,10.3,5,1418.0,33.9,1.4,1199856255
2020,USA,8.1,11.1,37.7,8,2659.0,64.7,2.2,1072790036
2020,USA,14.5,18.7,21.5,12,2673.0,51.5,4.9,515313114
2021,USA,28.9,13.3,24.4,6,617.0,16.3,1.8,1019475941
2021,USA,24.0,18.8,23.0,7,2157.0,10.8,3.4,1169884055
2022,USA,17.6,12.1,40.0,2,2800.0,46.7,2.7,787469860
2022,USA,14.7,7.8,38.9,11,2214.0,44.4,2.7,660650168
2022,USA,10.5,16.5,18.5,2,2444.0,27.9,4.9,267009905
2022,USA,13.4,7.7,12.5,8,566.0,27.3,3.7,1049605777
2022,USA,9.9,13.1,8.9,13,1489.0,27.6,1.5,688166625
2022,USA,29.3,11.4,25.5,9,2756.0,34.5,4.5,1339427830
2022,USA,25.6,10.1,18.1,9,1119.0,69.8,4.7,299488478
2023,USA,6.2,18.6,21.9,8,1806.0,12.1,4.4,487618104
2023,USA,20.0,17.9,25.6,14,2284.0,50.6,3.7,1310548957
2023,USA,23.6,11.2,22.2,4,731.0,34.7,1.6,1196150514
2023,USA,33.3,9.4,26.1,6,882.0,34.9,1.4,589637290
2023,USA,11.3,3.0,45.6,2,2456.0,24.3,2.4,420542436
2023,USA,12.6,1.1,8.9,0,1594.0,63.9,1.9,572998076
2023,USA,6.8,17.5,38.2,2,971.0,48.4,3.3,762718291
