Anio,Decada,Pais,Continente,Promedio_temperatura_c,Categoria_temperatura,Emisiones_CO2_TonXHab,Energia_renovable_Pct,Nivel_energia_renovable,Eventos_Extremos,Precipitaciones_mm,Area_Forestal_Pct,Aumento_Nivel_Mar_mm,Poblacion
2014,2010s,India,Asia,27.5,Cálida,18.5,45.4,Alto,9,667.0,10.1,3.0,894808615
2015,2010s,India,Asia,14.5,Templada,1.6,26.9,Medio,13,1493.0,57.2,4.8,813268912
2015,2010s,India,Asia,16.8,Templada,12.6,47.5,Alto,9,1189.0,52.5,2.4,970973825
2016,2010s,India,Asia,9.5,Fría,19.9,20.2,Medio,13,1951.0,34.4,3.8,926054419
2016,2010s,India,Asia,11.8,Templada,2.6,14.4,Bajo,2,946.0,58.3,1.3,472080203
2016,2010s,India,Asia,31.4,Muy cálida,17.6,17.1,Bajo,5,764.0,31.1,4.1,702602016
2016,2010s,India,Asia,16.4,Templada,6.7,44.4,Alto,13,2436.0,21.1,2.2,1018037875
2017,2010s,India,Asia,14.7,Templada,5.7,49.9,Alto,8,1633.0,17.4,1.5,538949949
2017,2010s,India,Asia,21.8,Cálida,9.3,39.1,Medio,7,1927.0,10.2,1.6,1113231627
2017,2010s,India,Asia,12.6,Templada,1.2,30.3,Medio,12,2677.0,58.9,3.6,1206594322
2018,2010s,India,Asia,33.8,Muy cálida,7.9,10.5,Bajo,12,2568.0,12.8,3.1,573634321
2018,2010s,India,Asia,27.4,Cálida,19.1,48.6,Alto,2,2874.0,55.2,4.8,122071965
2018,2010s,India,Asia,27.3,Cálida,10.6,33.0,Medio,12,2358.0,26.3,2.8,322950922
2019,2010s,India,Asia,27.7,Cálida,5.1,5.9,Bajo,13,2273.0,43.6,4.5,1097734281
2019,2010s,India,Asia,21.2,Cálida,3.8,26.8,Medio,8,1389.0,37.4,2.3,1333758926
2019,2010s,India,Asia,16.3,Templada,9.6,9.8,Bajo,12,822.0,64.9,3.3,296295792
2019,2010s,India,Asia,13.1,Templada,11.9,42.9,Alto,8,2261.0,33.1,3.2,556011992
2019,2010s,India,Asia,23.6,Cálida,8.0,10.0,Bajo,8,1365.0,20.2,1.2,1358019778
2020,2020s,India,Asia,9.6,Fría,5.7,11.1,Bajo,8,795.0,44.9,1.2,988849880
2021,2020s,India,Asia,29.0,Cálida,18.8,27.9,Medio,8,584.0,60.5,2.2,1218629667
2021,2020s,India,Asia,7.7,Fría,8.7,27.3,Medio,8,544.0,36.7,3.1,479208779
2021,2020s,India,Asia,14.0,Templada,13.7,11.8,Bajo,3,2540.0,43.9,2.1,140110299
2021,2020s,India,Asia,31.4,Muy cálida,16.6,28.3,Medio,10,1602.0,60.6,2.1,1242658359
2021,2020s,India,Asia,5.3,Fría,7.6,23.5,Medio,7,2910.0,56.6,2.0,62104574
2022,2020s,India,Asia,11.7,Templada,11.1,9.4,Bajo,8,2010.0,50.2,1.2,807462613
2022,2020s,India,Asia,23.6,Cálida,8.1,31.2,Medio,1,1169.0,18.0,2.4,1314459009
2022,2020s,India,Asia,14.6,Templada,18.3,45.6,Alto,7,1857.0,51.1,4.1,938604707
2023,2020s,India,Asia,31.0,Muy cálida,17.6,25.1,Medio,8,2444.0,20.6,2.0,365927452
2023,2020s,India,Asia,22.8,Cálida,17.7,40.0,Alto,9,1679.0,55.2,1.4,707948505
2000,2000s,Indonesia,Asia,10.8,Templada,13.1,48.9,Alto,9,2133.0,48.4,4.8,947854491
2000,2000s,Indonesia,Asia,29.7,Cálida,7.2,5.2,Bajo,8,1962.0,53.3,1.1,811864189
2000,2000s,Indonesia,Asia,31.1,Muy cálida,11.9,12.0,Bajo,2,2112.0,37.7,3.3,275452460
2000,2000s,Indonesia,Asia,20.0,Cálida,18.7,23.0,Medio,0,875.0,33.5,5.0,938024200
2000,2000s,Indonesia,Asia,16.6,Templada,14.9,37.6,Medio,7,1990.0,41.7,3.7,381441078
2000,2000s,Indonesia,Asia,26.7,Cálida,19.8,27.9,Medio,11,1807.0,34.5,1.8,540634691
2000,2000s,Indonesia,Asia,30.2,Muy cálida,12.0,32.2,Medio,9,1591.0,22.8,3.0,629396369
2001,2000s,Indonesia,Asia,9.6,Fría,8.9,29.1,Medio,8,2412.0,53.9,4.5,300442653
2001,2000s,Indonesia,Asia,15.0,Templada,18.2,23.1,Medio,14,1925.0,69.4,1.1,389949929
2001,2000s,Indonesia,Asia,31.5,Muy cálida,7.0,18.9,Bajo,11,1219.0,52.5,4.5,440187461
2002,2000s,Indonesia,Asia,20.1,Cálida,12.2,35.8,Medio,1,1624.0,28.5,1.7,639588420
2002,2000s,Indonesia,Asia,5.5,Fría,11.9,18.3,Bajo,5,1605.0,31.0,4.6,10978954
2002,2000s,Indonesia,Asia,34.4,Muy cálida,7.0,9.0,Bajo,0,567.0,53.0,2.0,168531317
2002,2000s,Indonesia,Asia,17.2,Templada,9.1,44.2,Alto,8,904.0,69.6,3.8,462496639
2003,2000s,Indonesia,Asia,10.2,Templada,17.4,40.2,Alto,5,1989.0,65.8,1.7,1129377860
2003,2000s,Indonesia,Asia,15.2,Templada,14.6,45.8,Alto,7,2216.0,38.8,2.3,411423216
2004,2000s,Indonesia,Asia,24.0,Cálida,9.6,18.9,Bajo,11,2010.0,51.6,2.9,841932971
2004,2000s,Indonesia,Asia,5.7,Fría,16.6,27.5,Medio,2,2331.0,58.0,3.4,113072938
2004,2000s,Indonesia,Asia,16.3,Templada,12.5,36.4,Medio,12,2758.0,55.8,1.4,802398351
2004,2000s,Indonesia,Asia,13.0,Templada,5.3,17.3,Bajo,3,2817.0,44.0,1.5,1219902888
2004,2000s,Indonesia,Asia,12.0,Templada,15.0,24.3,Medio,14,921.0,47.0,3.7,342865321
2005,2000s,Indonesia,Asia,7.8,Fría,0.6,10.9,Bajo,14,654.0,56.3,2.3,673431694
2005,2000s,Indonesia,Asia,29.8,Cálida,6.3,19.1,Bajo,3,518.0,17.6,4.3,431162461
2006,2000s,Indonesia,Asia,12.1,Templada,8.3,40.6,Alto,14,2225.0,67.5,4.0,666108195
2006,2000s,Indonesia,Asia,22.8,Cálida,17.3,26.8,Medio,2,1944.0,34.3,4.9,875175631
2006,2000s,Indonesia,Asia,26.5,Cálida,2.3,35.2,Medio,12,943.0,58.5,1.8,1179906692
2006,2000s,Indonesia,Asia,21.4,Cálida,7.4,29.2,Medio,10,2483.0,12.2,1.4,454764789
2007,2000s,Indonesia,Asia,33.5,Muy cálida,17.0,26.9,Medio,12,1429.0,36.6,2.8,278626073
2007,2000s,Indonesia,Asia,30.4,Muy cálida,8.5,16.2,Bajo,1,2937.0,60.0,2.7,1144952571
2007,2000s,Indonesia,Asia,6.8,Fría,17.4,7.4,Bajo,0,2681.0,30.4,1.5,1264503560
2007,2000s,Indonesia,Asia,16.6,Templada,6.5,8.6,Bajo,9,740.0,26.1,3.8,914386174
2007,2000s,Indonesia,Asia,19.9,Templada,13.0,13.0,Bajo,9,1412.0,29.8,1.2,318523214
2007,2000s,Indonesia,Asia,26.6,Cálida,10.9,30.7,Medio,2,2032.0,18.5,1.6,1126838160
2007,2000s,Indonesia,Asia,5.8,Fría,17.7,22.9,Medio,12,1365.0,43.5,2.1,266267433
2008,2000s,Indonesia,Asia,12.3,Templada,6.4,30.6,Medio,11,671.0,38.9,1.5,262587298
2008,2000s,Indonesia,Asia,19.2,Templada,8.4,46.2,Alto,6,1473.0,51.6,1.7,490479768
2009,2000s,Indonesia,Asia,24.6,Cálida,9.3,47.1,Alto,14,1079.0,57.5,1.6,91233652
2009,2000s,Indonesia,Asia,10.5,Templada,18.9,29.3,Medio,3,2994.0,50.7,1.5,1289226003
2010,2010s,Indonesia,Asia,14.4,Templada,4.9,10.4,Bajo,13,2466.0,10.8,3.3,1345958932
2010,2010s,Indonesia,Asia,18.1,Templada,8.4,47.6,Alto,10,2206.0,40.2,4.1,899066343
2010,2010s,Indonesia,Asia,10.8,Templada,14.7,28.8,Medio,13,998.0,41.3,2.3,442921564
2010,2010s,Indonesia,Asia,15.7,Templada,9.4,9.0,Bajo,3,1424.0,41.4,4.2,1089256242
2010,2010s,Indonesia,Asia,19.6,Templada,8.8,15.4,Bajo,11,1037.0,50.1,3.4,235905387
2011,2010s,Indonesia,Asia,8.8,Fría,3.5,43.5,Alto,4,2881.0,24.0,1.6,1041970958
2011,2010s,Indonesia,Asia,13.4,Templada,9.9,21.1,Medio,9,2083.0,56.9,3.8,1358606331
2011,2010s,Indonesia,Asia,19.1,Templada,17.7,15.0,Bajo,1,2507.0,62.5,3.2,1082449514
2012,2010s,Indonesia,Asia,9.8,Fría,6.3,34.1,Medio,8,794.0,15.5,1.2,1182540700
2012,2010s,Indonesia,Asia,19.6,Templada,15.2,14.5,Bajo,9,1817.0,21.0,2.7,1319258942
2014,2010s,Indonesia,Asia,10.6,Templada,14.7,34.5,Medio,6,2216.0,16.4,3.4,809753207
2014,2010s,Indonesia,Asia,15.7,Templada,14.9,43.9,Alto,9,2516.0,68.7,1.5,1305532079
2014,2010s,Indonesia,Asia,15.9,Templada,9.0,30.3,Medio,8,2849.0,10.3,2.6,617022634
2014,2010s,Indonesia,Asia,8.7,Fría,4.7,36.9,Medio,4,800.0,12.4,2.2,553908390
2015,2010s,Indonesia,Asia,11.6,Templada,2.3,37.3,Medio,12,1978.0,60.7,3.4,46316734
2015,2010s,Indonesia,Asia,27.6,Cálida,13.4,40.0,Alto,14,1513.0,38.3,2.1,1029993337
2015,2010s,Indonesia,Asia,27.3,Cálida,2.4,46.6,Alto,7,1476.0,50.4,2.3,1132944962
2016,2010s,Indonesia,Asia,5.6,Fría,8.4,37.9,Medio,4,2082.0,19.0,2.1,227533555
2016,2010s,Indonesia,Asia,34.3,Muy cálida,1.4,10.1,Bajo,13,2783.0,16.6,1.9,578387192
2016,2010s,Indonesia,Asia,26.0,Cálida,6.6,7.4,Bajo,2,2981.0,43.7,3.3,117179548
2016,2010s,Indonesia,Asia,13.9,Templada,15.5,9.0,Bajo,1,1495.0,64.1,1.5,972853753
2018,2010s,Indonesia,Asia,29.1,Cálida,16.7,43.3,Alto,10,1382.0,52.7,1.9,1160732321
2019,2010s,Indonesia,Asia,16.6,Templada,7.4,30.4,Medio,11,1201.0,28.8,2.0,566743465
2019,2010s,Indonesia,Asia,14.5,Templada,18.1,28.8,Medio,7,2357.0,64.9,3.0,947298966
2019,2010s,Indonesia,Asia,7.8,Fría,8.9,23.3,Medio,13,2653.0,46.5,1.9,483741561
2020,2020s,Indonesia,Asia,30.0,Muy cálida,1.7,18.5,Bajo,2,551.0,10.6,2.7,633829632
2020,2020s,Indonesia,Asia,26.2,Cálida,14.3,5.3,Bajo,3,890.0,35.7,2.0,378091478
2020,2020s,Indonesia,Asia,21.6,Cálida,18.8,11.8,Bajo,4,2812.0,34.4,4.8,445421988
2021,2020s,Indonesia,Asia,18.4,Templada,11.8,35.8,Medio,0,2077.0,33.0,2.9,1280891832
2021,2020s,Indonesia,Asia,21.3,Cálida,9.4,39.2,Medio,13,1670.0,15.5,2.5,495198828
2021,2020s,Indonesia,Asia,33.6,Muy cálida,18.6,13.0,Bajo,13,1191.0,68.5,4.2,884111039
2021,2020s,Indonesia,Asia,9.6,Fría,15.7,49.2,Alto,6,2355.0,37.2,1.8,744131853
2021,2020s,Indonesia,Asia,24.1,Cálida,7.2,8.9,Bajo,6,2718.0,31.7,4.7,827751807
2021,2020s,Indonesia,Asia,26.0,Cálida,9.5,9.4,Bajo,10,1141.0,44.0,4.9,916703921
2022,2020s,Indonesia,Asia,15.9,Templada,11.5,47.7,Alto,3,980.0,50.5,3.3,838390349
2023,2020s,Indonesia,Asia,28.5,Cálida,16.5,16.1,Bajo,12,2736.0,23.0,3.8,866280953
2023,2020s,Indonesia,Asia,27.8,Cálida,9.3,19.4,Bajo,10,2648.0,17.2,1.5,1330131634
2001,2000s,Japan,Asia,24.7,Cálida,3.1,5.4,Bajo,9,1219.0,45.4,3.9,838339418
2001,2000s,Japan,Asia,28.6,Cálida,4.5,16.2,Bajo,2,1166.0,56.9,3.2,509030277
2002,2000s,Japan,Asia,27.1,Cálida,13.1,22.5,Medio,10,2235.0,27.5,2.5,690744654
2002,2000s,Japan,Asia,25.0,Cálida,14.8,41.7,Alto,9,2530.0,52.3,3.2,824431639
2002,2000s,Japan,Asia,27.4,Cálida,6.6,13.9,Bajo,11,2623.0,60.3,2.4,324417204
2003,2000s,Japan,Asia,33.2,Muy cálida,15.6,16.8,Bajo,11,2562.0,11.7,4.5,252075147
2003,2000s,Japan,Asia,25.1,Cálida,9.8,22.6,Medio,8,1691.0,69.0,3.4,1077312172
2003,2000s,Japan,Asia,16.6,Templada,7.1,43.0,Alto,8,2673.0,38.3,4.1,109741109
2004,2000s,Japan,Asia,7.3,Fría,17.3,31.2,Medio,8,1912.0,29.5,3.1,1263362850
2004,2000s,Japan,Asia,12.7,Templada,16.2,47.3,Alto,1,2000.0,64.3,1.6,1307202006
2004,2000s,Japan,Asia,22.6,Cálida,10.4,48.0,Alto,3,1604.0,29.2,1.2,355479880
2004,2000s,Japan,Asia,17.5,Templada,9.3,41.4,Alto,10,2621.0,39.5,4.0,1350315792
2004,2000s,Japan,Asia,7.8,Fría,6.0,39.8,Medio,9,2084.0,16.2,2.3,604837682
2005,2000s,Japan,Asia,10.7,Templada,15.7,27.6,Medio,14,629.0,16.3,1.1,1328981569
2006,2000s,Japan,Asia,27.6,Cálida,14.4,26.2,Medio,9,2726.0,12.9,4.8,63232362
2007,2000s,Japan,Asia,15.4,Templada,1.3,31.5,Medio,3,921.0,45.1,4.3,194923647
2008,2000s,Japan,Asia,19.4,Templada,9.3,10.8,Bajo,13,2334.0,10.3,4.3,242481524
2008,2000s,Japan,Asia,14.5,Templada,14.8,22.7,Medio,13,2319.0,46.5,1.2,35139374
2008,2000s,Japan,Asia,21.4,Cálida,10.7,29.8,Medio,12,1589.0,38.4,4.7,235549454
2008,2000s,Japan,Asia,10.9,Templada,4.8,28.7,Medio,1,2003.0,32.0,1.7,1296305728
2009,2000s,Japan,Asia,34.0,Muy cálida,10.0,44.9,Alto,1,1598.0,27.9,3.3,176809981
2009,2000s,Japan,Asia,34.5,Muy cálida,12.8,30.0,Medio,6,1319.0,10.6,3.8,52187343
2010,2010s,Japan,Asia,24.5,Cálida,12.2,23.2,Medio,12,610.0,58.6,1.7,156286200
2011,2010s,Japan,Asia,22.2,Cálida,15.2,12.8,Bajo,8,2814.0,61.1,2.1,565411899
2011,2010s,Japan,Asia,25.0,Cálida,17.6,30.3,Medio,14,1093.0,47.5,2.7,1378540228
2011,2010s,Japan,Asia,8.8,Fría,5.3,22.3,Medio,6,1880.0,14.7,3.3,552503699
2012,2010s,Japan,Asia,6.7,Fría,19.2,21.7,Medio,6,684.0,39.0,2.1,872248030
2012,2010s,Japan,Asia,14.4,Templada,17.3,12.2,Bajo,3,1903.0,13.8,4.6,961408872
2014,2010s,Japan,Asia,18.9,Templada,10.7,32.2,Medio,9,2852.0,27.9,4.8,214294469
2014,2010s,Japan,Asia,25.1,Cálida,16.7,26.6,Medio,3,1711.0,47.0,4.9,1146020851
2014,2010s,Japan,Asia,16.9,Templada,3.0,29.7,Medio,13,1152.0,25.8,4.2,1048951853
2014,2010s,Japan,Asia,31.9,Muy cálida,14.9,16.5,Bajo,9,992.0,46.9,2.3,1382916110
2015,2010s,Japan,Asia,12.3,Templada,5.1,10.7,Bajo,12,2235.0,27.9,4.3,421082224
2015,2010s,Japan,Asia,34.1,Muy cálida,19.1,38.8,Medio,12,1483.0,47.7,1.1,220754183
2016,2010s,Japan,Asia,6.0,Fría,19.5,11.7,Bajo,13,1424.0,39.5,4.8,274995524
2016,2010s,Japan,Asia,23.4,Cálida,19.0,29.3,Medio,11,1821.0,26.5,3.3,43209016
2016,2010s,Japan,Asia,8.1,Fría,11.2,26.0,Medio,14,2524.0,69.0,1.1,1144515609
2016,2010s,Japan,Asia,34.4,Muy cálida,19.6,23.5,Medio,10,540.0,11.2,4.1,902591144
2017,2010s,Japan,Asia,22.9,Cálida,11.3,42.6,Alto,2,2464.0,11.0,3.8,1335375745
2017,2010s,Japan,Asia,9.0,Fría,15.3,7.9,Bajo,3,2712.0,63.8,1.9,831550186
2017,2010s,Japan,Asia,5.9,Fría,5.4,35.7,Medio,12,2833.0,54.6,2.5,606960201
2017,2010s,Japan,Asia,28.6,Cálida,6.6,25.4,Medio,11,2716.0,16.5,4.6,1039025430
2017,2010s,Japan,Asia,29.8,Cálida,1.9,39.4,Medio,8,1073.0,28.3,1.6,1385374585
2018,2010s,Japan,Asia,20.7,Cálida,11.1,9.0,Bajo,13,1659.0,25.3,3.6,465764328
2018,2010s,Japan,Asia,32.8,Muy cálida,12.6,28.2,Medio,14,2995.0,66.1,3.5,1274619263
2018,2010s,Japan,Asia,28.4,Cálida,9.9,46.4,Alto,0,1203.0,57.2,3.5,471260143
2018,2010s,Japan,Asia,5.7,Fría,18.3,41.8,Alto,1,1485.0,44.3,1.7,604216448
2018,2010s,Japan,Asia,34.0,Muy cálida,7.2,19.3,Bajo,13,2653.0,64.2,2.2,704210527
2019,2010s,Japan,Asia,15.5,Templada,6.9,28.1,Medio,4,2053.0,33.0,4.2,693961526
2019,2010s,Japan,Asia,21.3,Cálida,11.9,28.6,Medio,14,865.0,69.2,3.5,912478829
2020,2020s,Japan,Asia,29.4,Cálida,9.5,37.1,Medio,4,925.0,13.4,2.5,733726265
2020,2020s,Japan,Asia,9.1,Fría,15.3,41.3,Alto,11,1481.0,37.4,4.4,399126588
2021,2020s,Japan,Asia,23.8,Cálida,19.5,34.9,Medio,0,1597.0,46.2,1.9,428766962
2021,2020s,Japan,Asia,31.3,Muy cálida,2.0,22.5,Medio,1,883.0,21.1,3.5,606697131
2021,2020s,Japan,Asia,16.1,Templada,3.6,25.7,Medio,7,991.0,29.9,4.3,5467801
2021,2020s,Japan,Asia,10.1,Templada,5.0,34.8,Medio,12,1712.0,41.6,3.4,847894451
2022,2020s,Japan,Asia,31.9,Muy cálida,9.5,46.3,Alto,5,1412.0,49.2,5.0,433898990
2022,2020s,Japan,Asia,10.4,Templada,4.8,21.8,Medio,6,2127.0,25.9,1.1,1360173043
2022,2020s,Japan,Asia,29.8,Cálida,19.9,34.9,Medio,11,2210.0,28.6,1.3,968059240
2022,2020s,Japan,Asia,7.1,Fría,16.3,20.9,Medio,1,1049.0,69.5,3.2,521147693
2022,2020s,Japan,Asia,8.7,Fría,3.9,16.3,Bajo,4,2766.0,17.8,2.3,734430197
2023,2020s,Japan,Asia,21.9,Cálida,4.9,19.0,Bajo,11,2135.0,49.7,3.2,760660662
2023,2020s,Japan,Asia,27.7,Cálida,4.7,18.9,Bajo,1,1286.0,53.6,1.1,1368121693
2000,2000s,Mexico,América del Norte,8.2,Fría,5.5,29.2,Medio,9,1579.0,30.7,1.4,475061537
2000,2000s,Mexico,América del Norte,25.6,Cálida,3.3,11.5,Bajo,13,2370.0,63.6,1.0,563852853
2001,2000s,Mexico,América del Norte,7.9,Fría,8.0,8.9,Bajo,3,2925.0,26.6,4.0,1326300382
2001,2000s,Mexico,América del Norte,15.2,Templada,6.2,19.3,Bajo,14,1878.0,13.3,3.0,162233683
2001,2000s,Mexico,América del Norte,10.1,Templada,11.2,21.5,Medio,0,2077.0,17.9,1.4,131368589
2001,2000s,Mexico,América del Norte,17.9,Templada,14.9,25.2,Medio,8,1388.0,64.6,2.1,207497580
2001,2000s,Mexico,América del Norte,18.6,Templada,8.0,43.6,Alto,9,1677.0,68.9,1.5,791167156
2002,2000s,Mexico,América del Norte,11.7,Templada,4.6,48.3,Alto,3,2895.0,62.5,2.2,202831247
2003,2000s,Mexico,América del Norte,24.7,Cálida,7.4,31.7,Medio,9,1365.0,28.0,4.1,106846880
2003,2000s,Mexico,América del Norte,5.1,Fría,18.0,46.2,Alto,12,1110.0,63.3,2.8,237659268
2003,2000s,Mexico,América del Norte,31.4,Muy cálida,8.5,5.2,Bajo,0,2222.0,18.0,2.2,562074315
2004,2000s,Mexico,América del Norte,34.2,Muy cálida,9.7,11.0,Bajo,7,1096.0,40.0,2.6,1177772833
2005,2000s,Mexico,América del Norte,7.2,Fría,5.2,33.3,Medio,8,1692.0,30.0,1.1,1128035409
2006,2000s,Mexico,América del Norte,34.5,Muy cálida,3.7,12.3,Bajo,7,1420.0,27.0,4.1,1017231293
2006,2000s,Mexico,América del Norte,6.6,Fría,3.1,32.6,Medio,4,1862.0,59.8,1.1,1308776395
2007,2000s,Mexico,América del Norte,8.6,Fría,4.1,21.5,Medio,2,880.0,43.6,1.9,1275080026
2008,2000s,Mexico,América del Norte,25.1,Cálida,4.6,7.8,Bajo,5,2894.0,53.1,2.4,237078466
2009,2000s,Mexico,América del Norte,25.5,Cálida,2.5,30.0,Medio,5,2723.0,66.3,3.6,144553139
2010,2010s,Mexico,América del Norte,8.3,Fría,9.8,39.9,Medio,0,873.0,18.7,1.9,1280296355
2010,2010s,Mexico,América del Norte,33.8,Muy cálida,4.0,43.5,Alto,9,2561.0,57.4,1.6,1185883781
2010,2010s,Mexico,América del Norte,31.0,Muy cálida,16.6,48.9,Alto,8,1532.0,40.8,2.9,1388289771
2011,2010s,Mexico,América del Norte,11.1,Templada,16.8,8.2,Bajo,5,1099.0,33.4,2.7,250843348
2011,2010s,Mexico,América del Norte,23.3,Cálida,2.3,25.7,Medio,0,2976.0,58.3,1.4,877150174
2011,2010s,Mexico,América del Norte,6.1,Fría,18.4,6.3,Bajo,11,1217.0,38.4,3.5,1120735671
2011,2010s,Mexico,América del Norte,29.1,Cálida,0.8,33.3,Medio,8,2818.0,36.2,4.5,955410877
2011,2010s,Mexico,América del Norte,17.4,Templada,15.6,27.4,Medio,5,2451.0,29.4,1.5,1333450369
2012,2010s,Mexico,América del Norte,8.2,Fría,16.9,13.6,Bajo,2,2708.0,51.2,3.2,324319642
2012,2010s,Mexico,América del Norte,26.8,Cálida,12.1,42.1,Alto,7,1223.0,33.4,4.4,76892270
2013,2010s,Mexico,América del Norte,22.1,Cálida,5.7,24.9,Medio,10,1006.0,47.6,1.5,157599009
2013,2010s,Mexico,América del Norte,17.7,Templada,3.5,37.5,Medio,14,2656.0,62.9,1.8,664661890
2014,2010s,Mexico,América del Norte,33.6,Muy cálida,15.8,31.4,Medio,4,1184.0,54.3,3.9,22094509
2014,2010s,Mexico,América del Norte,28.0,Cálida,16.2,41.2,Alto,2,2203.0,53.8,2.1,590386085
2014,2010s,Mexico,América del Norte,20.8,Cálida,17.5,15.7,Bajo,11,1398.0,63.1,4.6,936223565
2015,2010s,Mexico,América del Norte,18.5,Templada,10.2,38.4,Medio,10,1840.0,53.9,1.4,672570272
2015,2010s,Mexico,América del Norte,8.4,Fría,14.1,43.7,Alto,0,1194.0,69.5,4.1,627755536
2016,2010s,Mexico,América del Norte,10.4,Templada,18.5,28.3,Medio,2,528.0,56.3,1.1,935911975
2016,2010s,Mexico,América del Norte,18.4,Templada,16.2,40.6,Alto,0,1165.0,44.9,3.9,1270499456
2017,2010s,Mexico,América del Norte,9.5,Fría,3.8,48.2,Alto,1,1577.0,63.7,3.4,1216476753
2017,2010s,Mexico,América del Norte,31.9,Muy cálida,14.8,45.8,Alto,0,1812.0,43.4,2.2,1095137353
2017,2010s,Mexico,América del Norte,25.7,Cálida,3.5,35.2,Medio,9,1017.0,12.0,2.8,761831829
2017,2010s,Mexico,América del Norte,25.6,Cálida,3.3,32.7,Medio,10,2831.0,64.8,2.1,1357107613
2018,2010s,Mexico,América del Norte,15.9,Templada,7.2,8.7,Bajo,0,2817.0,12.1,2.8,461954875
2018,2010s,Mexico,América del Norte,27.8,Cálida,11.3,33.6,Medio,11,1672.0,55.5,2.5,199412389
2019,2010s,Mexico,América del Norte,28.6,Cálida,2.5,29.9,Medio,10,1911.0,60.4,3.8,1121338990
2019,2010s,Mexico,América del Norte,6.9,Fría,2.7,34.3,Medio,11,2794.0,27.9,4.7,782955174
2019,2010s,Mexico,América del Norte,29.2,Cálida,8.4,30.1,Medio,9,1769.0,64.2,3.7,1166786685
2020,2020s,Mexico,América del Norte,20.2,Cálida,15.4,14.3,Bajo,12,1478.0,47.9,2.2,30190953
2021,2020s,Mexico,América del Norte,29.5,Cálida,6.0,5.8,Bajo,13,1875.0,55.9,1.4,153653744
2021,2020s,Mexico,América del Norte,31.5,Muy cálida,8.4,42.2,Alto,14,914.0,35.9,3.3,1082464871
2021,2020s,Mexico,América del Norte,34.3,Muy cálida,2.3,43.9,Alto,7,651.0,22.3,3.4,1001208309
2021,2020s,Mexico,América del Norte,34.2,Muy cálida,19.8,9.0,Bajo,10,2251.0,39.9,4.6,749585197
2022,2020s,Mexico,América del Norte,22.4,Cálida,18.9,7.3,Bajo,2,844.0,32.6,2.0,722568466
2022,2020s,Mexico,América del Norte,34.0,Muy cálida,6.8,26.8,Medio,6,2991.0,17.6,3.0,1229940655
2023,2020s,Mexico,América del Norte,28.5,Cálida,10.9,27.5,Medio,0,2963.0,35.7,3.7,880619657
2023,2020s,Mexico,América del Norte,11.5,Templada,8.6,8.8,Bajo,3,582.0,13.2,1.8,866432043
2000,2000s,Russia,Europa,6.9,Fría,4.0,32.3,Medio,5,560.0,26.9,4.8,1051785465
2000,2000s,Russia,Europa,15.1,Templada,15.8,37.6,Medio,1,1138.0,52.4,5.0,242436875
2001,2000s,Russia,Europa,19.4,Templada,3.0,49.1,Alto,7,839.0,66.5,3.0,1035525610
2001,2000s,Russia,Europa,33.9,Muy cálida,12.6,6.7,Bajo,9,1707.0,21.0,4.8,877308425
2002,2000s,Russia,Europa,26.4,Cálida,6.9,36.9,Medio,1,2393.0,53.0,2.1,29715260
2002,2000s,Russia,Europa,32.6,Muy cálida,3.4,36.5,Medio,2,1891.0,54.1,1.2,367347075
2002,2000s,Russia,Europa,24.3,Cálida,7.6,16.6,Bajo,4,994.0,67.7,3.0,12811984
2002,2000s,Russia,Europa,24.6,Cálida,1.1,27.2,Medio,14,2800.0,12.8,2.7,216501490
2002,2000s,Russia,Europa,21.2,Cálida,8.8,19.4,Bajo,14,2606.0,49.6,4.0,542400855
2002,2000s,Russia,Europa,17.4,Templada,16.6,47.7,Alto,4,1301.0,27.5,1.6,583661545
2002,2000s,Russia,Europa,23.1,Cálida,5.7,13.4,Bajo,2,1484.0,29.7,4.7,246218329
2002,2000s,Russia,Europa,27.2,Cálida,3.6,28.5,Medio,2,1729.0,34.9,4.8,1117841407
2003,2000s,Russia,Europa,19.5,Templada,17.9,15.5,Bajo,10,743.0,38.1,3.1,507687964
2003,2000s,Russia,Europa,7.9,Fría,2.0,23.3,Medio,12,2271.0,62.0,4.3,885787660
2003,2000s,Russia,Europa,21.3,Cálida,11.5,16.3,Bajo,8,995.0,51.7,4.9,1095475598
2004,2000s,Russia,Europa,30.6,Muy cálida,2.9,12.0,Bajo,8,1250.0,24.9,3.1,355055964
2004,2000s,Russia,Europa,33.4,Muy cálida,2.8,45.2,Alto,5,2679.0,51.0,2.5,1084717946
2005,2000s,Russia,Europa,22.3,Cálida,1.1,39.5,Medio,12,2660.0,34.3,2.0,484197278
2005,2000s,Russia,Europa,8.8,Fría,2.1,47.1,Alto,14,555.0,43.1,3.6,1344684674
2006,2000s,Russia,Europa,18.5,Templada,7.1,11.4,Bajo,7,1935.0,29.5,1.4,759565231
2006,2000s,Russia,Europa,24.8,Cálida,4.0,15.8,Bajo,14,2222.0,33.9,3.3,1307076526
2006,2000s,Russia,Europa,29.7,Cálida,8.3,42.2,Alto,0,1229.0,17.8,2.8,788798529
2007,2000s,Russia,Europa,14.9,Templada,6.3,46.7,Alto,2,2807.0,55.6,3.2,1364174738
2007,2000s,Russia,Europa,23.1,Cálida,2.8,14.5,Bajo,6,2054.0,51.7,3.1,61974096
